{'?': <absl.app.HelpFlag object at 0x7feac8126450>,
 'alsologtostderr': <absl.flags._flag.BooleanFlag object at 0x7fead3df6790>,
 'batch_size': <absl.flags._flag.Flag object at 0x7feac8126090>,
 'beta1': <absl.flags._flag.Flag object at 0x7feac811fcd0>,
 'c_dim': <absl.flags._flag.Flag object at 0x7feac8126190>,
 'checkpoint_dir': <absl.flags._flag.Flag object at 0x7feac81262d0>,
 'data_format': <absl.flags._flag.Flag object at 0x7feac8126210>,
 'datafile': <absl.flags._flag.Flag object at 0x7feac811fb10>,
 'dataset': <absl.flags._flag.Flag object at 0x7feac811f990>,
 'df_dim': <absl.flags._flag.Flag object at 0x7feac811ffd0>,
 'epoch': <absl.flags._flag.Flag object at 0x7feac811fb90>,
 'experiment': <absl.flags._flag.Flag object at 0x7feac8126390>,
 'flip_labels': <absl.flags._flag.Flag object at 0x7feac811fd50>,
 'gf_dim': <absl.flags._flag.Flag object at 0x7feac811ff50>,
 'help': <absl.app.HelpFlag object at 0x7feac8126450>,
 'helpfull': <absl.app.HelpfullFlag object at 0x7feac81264d0>,
 'helpshort': <absl.app.HelpshortFlag object at 0x7feac8126490>,
 'helpxml': <absl.app.HelpXMLFlag object at 0x7feac8126510>,
 'learning_rate': <absl.flags._flag.Flag object at 0x7feac811fc50>,
 'log_dir': <absl.flags._flag.Flag object at 0x7fead3df6850>,
 'logtostderr': <absl.flags._flag.BooleanFlag object at 0x7fead3df6690>,
 'nd_layers': <absl.flags._flag.Flag object at 0x7feac811fe50>,
 'ng_layers': <absl.flags._flag.Flag object at 0x7feac811fed0>,
 'only_check_args': <absl.flags._flag.BooleanFlag object at 0x7fead3df6f90>,
 'op_conversion_fallback_to_while_loop': <absl.flags._flag.BooleanFlag object at 0x7fead2596550>,
 'output_size': <absl.flags._flag.Flag object at 0x7feac8126110>,
 'pdb_post_mortem': <absl.flags._flag.BooleanFlag object at 0x7fead3dee650>,
 'profile_file': <absl.flags._flag.Flag object at 0x7fead3df6f10>,
 'run_with_pdb': <absl.flags._flag.BooleanFlag object at 0x7fead3decb10>,
 'run_with_profiling': <absl.flags._flag.BooleanFlag object at 0x7fead3dee1d0>,
 'save_every_step': <absl.flags._flag.BooleanFlag object at 0x7feac81263d0>,
 'showprefixforinfo': <absl.flags._flag.BooleanFlag object at 0x7fead3df6a50>,
 'stderrthreshold': <absl.logging._StderrthresholdFlag object at 0x7fead3df69d0>,
 'test_random_seed': <absl.flags._flag.Flag object at 0x7feac869df90>,
 'test_randomize_ordering_seed': <absl.flags._flag.Flag object at 0x7feac86b4090>,
 'test_srcdir': <absl.flags._flag.Flag object at 0x7feac86b1290>,
 'test_tmpdir': <absl.flags._flag.Flag object at 0x7feac86b13d0>,
 'transpose_matmul_b': <absl.flags._flag.BooleanFlag object at 0x7feac8126250>,
 'use_cprofile_for_profiling': <absl.flags._flag.BooleanFlag object at 0x7fead3df6f50>,
 'v': <absl.logging._VerbosityFlag object at 0x7fead3df6890>,
 'verbose': <absl.flags._flag.BooleanFlag object at 0x7feac8126410>,
 'verbosity': <absl.logging._VerbosityFlag object at 0x7fead3df6890>,
 'xml_output_file': <absl.flags._flag.Flag object at 0x7feac864a610>,
 'z_dim': <absl.flags._flag.Flag object at 0x7feac811fdd0>}
Epoch: [ 0] Step: [   0/ 125] time: 39.7479, d_loss: 0.55289328, g_loss: 8.89543533
Epoch: [ 0] Step: [  33/ 125] time: 243.8126, d_loss: 1.12557364, g_loss: 79.11862183
Epoch: [ 0] Step: [  34/ 125] time: 250.1289, d_loss: 0.00000000, g_loss: 63.24527740
Epoch: [ 0] Step: [  35/ 125] time: 256.0645, d_loss: 0.00000000, g_loss: 21.66065216
Epoch: [ 0] Step: [  36/ 125] time: 261.9126, d_loss: 23.40188599, g_loss: -22.71678925
Epoch: [ 0] Step: [  37/ 125] time: 268.0481, d_loss: 0.87363935, g_loss: 85.10991669
Epoch: [ 0] Step: [  38/ 125] time: 273.8064, d_loss: 0.00235477, g_loss: 88.38836670
Epoch: [ 0] Step: [  39/ 125] time: 279.7973, d_loss: 0.00000000, g_loss: 55.88300323
Epoch: [ 0] Step: [  40/ 125] time: 285.7364, d_loss: 0.00441684, g_loss: 14.88633156
Epoch: [ 0] Step: [  41/ 125] time: 291.7116, d_loss: 24.55197525, g_loss: -23.47419357
Epoch: [ 0] Step: [  42/ 125] time: 298.0517, d_loss: 57.09079361, g_loss: -40.85917664
Epoch: [ 0] Step: [  43/ 125] time: 304.0761, d_loss: 9.88782883, g_loss: 71.66730499
Epoch: [ 0] Step: [  44/ 125] time: 309.9942, d_loss: 0.00147185, g_loss: 81.73081970
Epoch: [ 0] Step: [  45/ 125] time: 315.9615, d_loss: 0.00000000, g_loss: 58.29135132
Epoch: [ 0] Step: [  46/ 125] time: 322.0211, d_loss: 0.00000000, g_loss: 19.55268669
Epoch: [ 0] Step: [  47/ 125] time: 328.2863, d_loss: 21.08398247, g_loss: -21.90948296
Epoch: [ 0] Step: [  48/ 125] time: 334.2954, d_loss: 0.16906466, g_loss: 63.22947311
Epoch: [ 0] Step: [  49/ 125] time: 340.1651, d_loss: 0.04108236, g_loss: 71.84950256
Epoch: [ 0] Step: [  50/ 125] time: 346.3851, d_loss: 0.07975474, g_loss: 46.13594055
Epoch: [ 0] Step: [  51/ 125] time: 352.2232, d_loss: 0.29011345, g_loss: 8.18815804
Epoch: [ 0] Step: [  52/ 125] time: 358.4545, d_loss: 7.50979710, g_loss: -5.07955647
Epoch: [ 0] Step: [  53/ 125] time: 364.5287, d_loss: 1.27148950, g_loss: 79.63541412
Epoch: [ 0] Step: [  54/ 125] time: 370.4195, d_loss: 0.40001363, g_loss: 84.21100616
Epoch: [ 0] Step: [  55/ 125] time: 376.4039, d_loss: 0.00000000, g_loss: 60.81250000
Epoch: [ 0] Step: [  56/ 125] time: 382.5958, d_loss: 0.00000000, g_loss: 29.09628487
Epoch: [ 0] Step: [  57/ 125] time: 388.2665, d_loss: 3.09443998, g_loss: 1.81232893
Epoch: [ 0] Step: [  58/ 125] time: 394.0697, d_loss: 0.15810320, g_loss: 45.07949448
Epoch: [ 0] Step: [  59/ 125] time: 399.9803, d_loss: 0.00000000, g_loss: 52.60736465
Epoch: [ 0] Step: [  60/ 125] time: 405.7304, d_loss: 0.00000000, g_loss: 40.65786743
Epoch: [ 0] Step: [  61/ 125] time: 411.7173, d_loss: 0.01344528, g_loss: 25.81642723
Epoch: [ 0] Step: [  62/ 125] time: 417.8212, d_loss: 0.01535046, g_loss: 18.46557999
Epoch: [ 0] Step: [  63/ 125] time: 423.6535, d_loss: 4.12145519, g_loss: 0.01882768
Epoch: [ 0] Step: [  64/ 125] time: 429.3365, d_loss: 0.36504686, g_loss: 62.83870697
Epoch: [ 0] Step: [  65/ 125] time: 435.0638, d_loss: 0.00708580, g_loss: 71.86347198
Epoch: [ 0] Step: [  66/ 125] time: 440.7937, d_loss: 0.00000000, g_loss: 58.26597595
Epoch: [ 0] Step: [  67/ 125] time: 447.0795, d_loss: 0.00000000, g_loss: 45.97746277
Epoch: [ 0] Step: [  68/ 125] time: 453.3123, d_loss: 0.00000000, g_loss: 40.81182480
Epoch: [ 0] Step: [  69/ 125] time: 459.3494, d_loss: 0.07276684, g_loss: 15.91405582
Epoch: [ 0] Step: [  70/ 125] time: 465.3395, d_loss: 0.05890164, g_loss: 13.37570953
Epoch: [ 0] Step: [  71/ 125] time: 471.0588, d_loss: 1.16447043, g_loss: 6.27331448
Epoch: [ 0] Step: [  72/ 125] time: 477.0774, d_loss: 0.04049592, g_loss: 19.43875504
Epoch: [ 0] Step: [  73/ 125] time: 483.1184, d_loss: 0.04377205, g_loss: 28.06093788
Epoch: [ 0] Step: [  74/ 125] time: 489.0415, d_loss: 0.00564999, g_loss: 29.90967369
Epoch: [ 0] Step: [  75/ 125] time: 495.0507, d_loss: 0.00000000, g_loss: 27.51098824
Epoch: [ 0] Step: [  76/ 125] time: 501.1624, d_loss: 0.00377983, g_loss: 19.88403511
Epoch: [ 0] Step: [  77/ 125] time: 507.5160, d_loss: 0.05521965, g_loss: 20.70174980
Epoch: [ 0] Step: [  78/ 125] time: 513.3200, d_loss: 0.12407793, g_loss: 18.39880371
Epoch: [ 0] Step: [  79/ 125] time: 519.4786, d_loss: 0.30556220, g_loss: 15.08132839
Epoch: [ 0] Step: [  80/ 125] time: 525.7424, d_loss: 0.00000000, g_loss: 33.90771484
Epoch: [ 0] Step: [  81/ 125] time: 531.6050, d_loss: 0.00007394, g_loss: 40.87333298
Epoch: [ 0] Step: [  82/ 125] time: 537.5376, d_loss: 1.04032803, g_loss: 13.26139832
Epoch: [ 0] Step: [  83/ 125] time: 543.7544, d_loss: 0.00000000, g_loss: 32.48397446
Epoch: [ 0] Step: [  84/ 125] time: 549.5246, d_loss: 0.01814320, g_loss: 24.91383553
Epoch: [ 0] Step: [  85/ 125] time: 555.3319, d_loss: 0.00000000, g_loss: 30.75946808
Epoch: [ 0] Step: [  86/ 125] time: 561.5514, d_loss: 0.11488318, g_loss: 16.91160583
Epoch: [ 0] Step: [  87/ 125] time: 567.6263, d_loss: 0.18888265, g_loss: 20.72383118
Epoch: [ 0] Step: [  88/ 125] time: 573.7303, d_loss: 1.65385079, g_loss: 11.65482998
Epoch: [ 0] Step: [  89/ 125] time: 579.5204, d_loss: 0.07426070, g_loss: 35.10476303
Epoch: [ 0] Step: [  90/ 125] time: 585.6824, d_loss: 0.02722521, g_loss: 40.04000854
Epoch: [ 0] Step: [  91/ 125] time: 591.7943, d_loss: 1.12226021, g_loss: 8.09901237
Epoch: [ 0] Step: [  92/ 125] time: 597.9647, d_loss: 0.55181110, g_loss: 33.80563354
Epoch: [ 0] Step: [  93/ 125] time: 604.1753, d_loss: 0.00000000, g_loss: 27.59420395
Epoch: [ 0] Step: [  94/ 125] time: 609.9677, d_loss: 0.00000000, g_loss: 38.93882370
Epoch: [ 0] Step: [  95/ 125] time: 615.9748, d_loss: 3.07670760, g_loss: 2.89693165
Epoch: [ 0] Step: [  96/ 125] time: 622.1272, d_loss: 3.70145178, g_loss: 68.87017059
Epoch: [ 0] Step: [  97/ 125] time: 628.1946, d_loss: 0.56818461, g_loss: 12.20509338
Epoch: [ 0] Step: [  98/ 125] time: 634.5729, d_loss: 0.00000000, g_loss: 62.13979340
Epoch: [ 0] Step: [  99/ 125] time: 640.7360, d_loss: 0.00000000, g_loss: 61.36687851
Epoch: [ 0] Step: [ 100/ 125] time: 646.7195, d_loss: 0.00000000, g_loss: 43.48361206
Epoch: [ 0] Step: [ 101/ 125] time: 652.3425, d_loss: 0.00000000, g_loss: 48.86219788
Epoch: [ 0] Step: [ 102/ 125] time: 658.0968, d_loss: 35.19700623, g_loss: -34.11907959
Epoch: [ 0] Step: [ 103/ 125] time: 664.3213, d_loss: 0.00000000, g_loss: 139.20632935
Epoch: [ 0] Step: [ 104/ 125] time: 670.5100, d_loss: 30.87940598, g_loss: 140.96046448
Epoch: [ 0] Step: [ 105/ 125] time: 676.1607, d_loss: 0.00000000, g_loss: 50.47367859
Epoch: [ 0] Step: [ 106/ 125] time: 682.3447, d_loss: 41.93142319, g_loss: -41.18497849
Epoch: [ 0] Step: [ 107/ 125] time: 688.2151, d_loss: 0.00000000, g_loss: 148.12811279
Epoch: [ 0] Step: [ 108/ 125] time: 694.2278, d_loss: 0.50183409, g_loss: 149.02984619
Epoch: [ 0] Step: [ 109/ 125] time: 700.5555, d_loss: 0.02035292, g_loss: 85.82887268
Epoch: [ 0] Step: [ 110/ 125] time: 706.5057, d_loss: 0.00000000, g_loss: 30.05769157
Epoch: [ 0] Step: [ 111/ 125] time: 712.3571, d_loss: 0.00000000, g_loss: 56.16797256
Epoch: [ 0] Step: [ 112/ 125] time: 718.6548, d_loss: 21.63482285, g_loss: -17.19839478
Epoch: [ 0] Step: [ 113/ 125] time: 724.7325, d_loss: 15.17805672, g_loss: 116.61891174
Epoch: [ 0] Step: [ 114/ 125] time: 731.0672, d_loss: 0.00000000, g_loss: 90.72689819
Epoch: [ 0] Step: [ 115/ 125] time: 736.8446, d_loss: 0.00000000, g_loss: 41.67304993
Epoch: [ 0] Step: [ 116/ 125] time: 743.0084, d_loss: 7.78459120, g_loss: -2.17270660
Epoch: [ 0] Step: [ 117/ 125] time: 749.1329, d_loss: 0.00000000, g_loss: 159.69429016
Epoch: [ 0] Step: [ 118/ 125] time: 755.4112, d_loss: 0.57177722, g_loss: 139.02966309
Epoch: [ 0] Step: [ 119/ 125] time: 761.5506, d_loss: 0.94449246, g_loss: 120.87434387
Epoch: [ 0] Step: [ 120/ 125] time: 767.3786, d_loss: 0.57248062, g_loss: 85.13301086
Epoch: [ 0] Step: [ 121/ 125] time: 773.2453, d_loss: 0.05015041, g_loss: 23.01836205
Epoch: [ 0] Step: [ 122/ 125] time: 779.6376, d_loss: 17.50465584, g_loss: -12.96163940
Epoch: [ 0] Step: [ 123/ 125] time: 786.1209, d_loss: 24.14606476, g_loss: 169.37452698
Epoch: [ 0] Step: [ 124/ 125] time: 792.3844, d_loss: 0.00000000, g_loss: 124.32972717
Epoch: [ 1] Step: [   0/ 125] time: 798.5701, d_loss: 0.00000000, g_loss: 104.23638916
Epoch: [ 1] Step: [   1/ 125] time: 803.9063, d_loss: 0.00000000, g_loss: 101.40533447
Epoch: [ 1] Step: [   2/ 125] time: 809.1888, d_loss: 0.00000000, g_loss: 105.68130493
Epoch: [ 1] Step: [   3/ 125] time: 814.4660, d_loss: 0.00000000, g_loss: 81.53346252
Epoch: [ 1] Step: [   4/ 125] time: 820.1953, d_loss: 1.16778910, g_loss: 13.49772167
Epoch: [ 1] Step: [   5/ 125] time: 825.6201, d_loss: 0.00000000, g_loss: 45.00783920
Epoch: [ 1] Step: [   6/ 125] time: 831.1012, d_loss: 0.00000000, g_loss: 100.10587311
Epoch: [ 1] Step: [   7/ 125] time: 836.5766, d_loss: 0.18631382, g_loss: 80.87845612
Epoch: [ 1] Step: [   8/ 125] time: 841.7910, d_loss: 0.41587210, g_loss: 14.15036392
Epoch: [ 1] Step: [   9/ 125] time: 846.9110, d_loss: 0.00000000, g_loss: 131.92642212
Epoch: [ 1] Step: [  10/ 125] time: 852.5488, d_loss: 0.00000000, g_loss: 30.35499954
Epoch: [ 1] Step: [  11/ 125] time: 857.9125, d_loss: 0.00000000, g_loss: 159.93725586
Epoch: [ 1] Step: [  12/ 125] time: 863.1008, d_loss: 0.00000000, g_loss: 146.03637695
Epoch: [ 1] Step: [  13/ 125] time: 868.3198, d_loss: 0.00000000, g_loss: 43.02837372
Epoch: [ 1] Step: [  14/ 125] time: 873.4473, d_loss: 0.00000000, g_loss: 77.63599396
Epoch: [ 1] Step: [  15/ 125] time: 878.9101, d_loss: 14.29056835, g_loss: -11.59479332
Epoch: [ 1] Step: [  16/ 125] time: 884.0027, d_loss: 17.83837891, g_loss: 132.06556702
Epoch: [ 1] Step: [  17/ 125] time: 889.1035, d_loss: 0.00000000, g_loss: 101.13177490
Epoch: [ 1] Step: [  18/ 125] time: 894.7409, d_loss: 0.00000000, g_loss: 46.50759888
Epoch: [ 1] Step: [  19/ 125] time: 899.7975, d_loss: 0.01009332, g_loss: 17.90787697
Epoch: [ 1] Step: [  20/ 125] time: 905.0454, d_loss: 0.00000000, g_loss: 149.03582764
Epoch: [ 1] Step: [  21/ 125] time: 910.4639, d_loss: 0.00000000, g_loss: 140.42555237
Epoch: [ 1] Step: [  22/ 125] time: 916.0140, d_loss: 36.12820435, g_loss: -32.43963242
Epoch: [ 1] Step: [  23/ 125] time: 921.0737, d_loss: 0.54038608, g_loss: 157.30284119
Epoch: [ 1] Step: [  24/ 125] time: 926.5198, d_loss: 18.82258797, g_loss: 156.39294434
Epoch: [ 1] Step: [  25/ 125] time: 931.7805, d_loss: 10.41934872, g_loss: 33.26304626
Epoch: [ 1] Step: [  26/ 125] time: 937.6036, d_loss: 38.99669266, g_loss: -44.26514053
Epoch: [ 1] Step: [  27/ 125] time: 942.7605, d_loss: 24.41297340, g_loss: -22.80476379
Epoch: [ 1] Step: [  28/ 125] time: 948.1773, d_loss: 23.68487740, g_loss: 42.62255859
Epoch: [ 1] Step: [  29/ 125] time: 953.5713, d_loss: 10.37844849, g_loss: 29.06296158
Epoch: [ 1] Step: [  30/ 125] time: 958.7157, d_loss: 2.67477465, g_loss: 5.63596821
Epoch: [ 1] Step: [  31/ 125] time: 963.6145, d_loss: 0.00000000, g_loss: 32.86960602
Epoch: [ 1] Step: [  32/ 125] time: 969.1090, d_loss: 0.00000000, g_loss: 15.80752945
Epoch: [ 1] Step: [  33/ 125] time: 974.5541, d_loss: 0.00000000, g_loss: 36.64489746
Epoch: [ 1] Step: [  34/ 125] time: 979.7424, d_loss: 0.00000000, g_loss: 51.19299316
Epoch: [ 1] Step: [  35/ 125] time: 984.6830, d_loss: 0.00000000, g_loss: 62.63369751
Epoch: [ 1] Step: [  36/ 125] time: 989.4828, d_loss: 0.00000000, g_loss: 57.35004425
Epoch: [ 1] Step: [  37/ 125] time: 994.7837, d_loss: 0.00000000, g_loss: 54.90426636
Epoch: [ 1] Step: [  38/ 125] time: 1000.0565, d_loss: 0.00000000, g_loss: 56.54035187
Epoch: [ 1] Step: [  39/ 125] time: 1005.4111, d_loss: 0.00000000, g_loss: 50.43839645
Epoch: [ 1] Step: [  40/ 125] time: 1010.6551, d_loss: 0.00000000, g_loss: 47.78527069
Epoch: [ 1] Step: [  41/ 125] time: 1015.8381, d_loss: 0.00000000, g_loss: 42.98402023
Epoch: [ 1] Step: [  42/ 125] time: 1021.0935, d_loss: 0.00000000, g_loss: 40.27931976
Epoch: [ 1] Step: [  43/ 125] time: 1026.5147, d_loss: 0.00000000, g_loss: 35.11389160
Epoch: [ 1] Step: [  44/ 125] time: 1031.6312, d_loss: 0.00000000, g_loss: 31.79004860
Epoch: [ 1] Step: [  45/ 125] time: 1037.0451, d_loss: 0.00000000, g_loss: 26.38607025
Epoch: [ 1] Step: [  46/ 125] time: 1042.1804, d_loss: 0.00142741, g_loss: 20.43220139
Epoch: [ 1] Step: [  47/ 125] time: 1047.3113, d_loss: 0.35056829, g_loss: 9.80544662
Epoch: [ 1] Step: [  48/ 125] time: 1052.6590, d_loss: 31.39346695, g_loss: 0.43689400
Epoch: [ 1] Step: [  49/ 125] time: 1058.0569, d_loss: 7.79248667, g_loss: -7.45544529
Epoch: [ 1] Step: [  50/ 125] time: 1063.5022, d_loss: 20.44508934, g_loss: 73.03201294
Epoch: [ 1] Step: [  51/ 125] time: 1068.8653, d_loss: 8.99733067, g_loss: 65.09661865
Epoch: [ 1] Step: [  52/ 125] time: 1074.1438, d_loss: 0.11466831, g_loss: 36.47072220
Epoch: [ 1] Step: [  53/ 125] time: 1079.5487, d_loss: 4.00214338, g_loss: -3.59242773
Epoch: [ 1] Step: [  54/ 125] time: 1084.6531, d_loss: 0.05754824, g_loss: 49.91942596
Epoch: [ 1] Step: [  55/ 125] time: 1089.9920, d_loss: 1.54693723, g_loss: 53.96636200
Epoch: [ 1] Step: [  56/ 125] time: 1095.3656, d_loss: 0.00000000, g_loss: 42.18006134
Epoch: [ 1] Step: [  57/ 125] time: 1100.3605, d_loss: 0.00358022, g_loss: 19.83940125
Epoch: [ 1] Step: [  58/ 125] time: 1105.5323, d_loss: 0.00000000, g_loss: 49.80515289
Epoch: [ 1] Step: [  59/ 125] time: 1110.6791, d_loss: 0.00000000, g_loss: 61.71498108
Epoch: [ 1] Step: [  60/ 125] time: 1115.7808, d_loss: 0.00000000, g_loss: 64.48326111
Epoch: [ 1] Step: [  61/ 125] time: 1121.4122, d_loss: 0.00000000, g_loss: 68.14334106
Epoch: [ 1] Step: [  62/ 125] time: 1126.7833, d_loss: 0.01689141, g_loss: 68.89907074
Epoch: [ 1] Step: [  63/ 125] time: 1131.7893, d_loss: 0.00000000, g_loss: 67.08181000
Epoch: [ 1] Step: [  64/ 125] time: 1136.7414, d_loss: 0.00000000, g_loss: 64.94632721
Epoch: [ 1] Step: [  65/ 125] time: 1141.9375, d_loss: 0.00000000, g_loss: 60.05307007
Epoch: [ 1] Step: [  66/ 125] time: 1147.0009, d_loss: 0.00000000, g_loss: 59.85235596
Epoch: [ 1] Step: [  67/ 125] time: 1152.2987, d_loss: 0.00000000, g_loss: 59.49906540
Epoch: [ 1] Step: [  68/ 125] time: 1157.1018, d_loss: 23.50163841, g_loss: 55.75897217
Epoch: [ 1] Step: [  69/ 125] time: 1162.2553, d_loss: 0.00000000, g_loss: 56.71734619
Epoch: [ 1] Step: [  70/ 125] time: 1167.1698, d_loss: 0.00000000, g_loss: 54.07298279
Epoch: [ 1] Step: [  71/ 125] time: 1172.7404, d_loss: 0.00000000, g_loss: 54.21102142
Epoch: [ 1] Step: [  72/ 125] time: 1177.6152, d_loss: 0.00000000, g_loss: 52.05784607
Epoch: [ 1] Step: [  73/ 125] time: 1182.7216, d_loss: 0.00000000, g_loss: 51.05967331
