{'?': <absl.app.HelpFlag object at 0x7f952e3054d0>,
 'alsologtostderr': <absl.flags._flag.BooleanFlag object at 0x7f9539fd67d0>,
 'batch_size': <absl.flags._flag.Flag object at 0x7f952e305110>,
 'beta1': <absl.flags._flag.Flag object at 0x7f952e2fdd50>,
 'c_dim': <absl.flags._flag.Flag object at 0x7f952e305210>,
 'checkpoint_dir': <absl.flags._flag.Flag object at 0x7f952e305350>,
 'data_format': <absl.flags._flag.Flag object at 0x7f952e305290>,
 'datafile': <absl.flags._flag.Flag object at 0x7f952e2fdb90>,
 'dataset': <absl.flags._flag.Flag object at 0x7f952e2fda10>,
 'df_dim': <absl.flags._flag.Flag object at 0x7f952e305090>,
 'epoch': <absl.flags._flag.Flag object at 0x7f952e2fdc10>,
 'experiment': <absl.flags._flag.Flag object at 0x7f952e305410>,
 'flip_labels': <absl.flags._flag.Flag object at 0x7f952e2fddd0>,
 'gf_dim': <absl.flags._flag.Flag object at 0x7f952e2fdfd0>,
 'help': <absl.app.HelpFlag object at 0x7f952e3054d0>,
 'helpfull': <absl.app.HelpfullFlag object at 0x7f952e305550>,
 'helpshort': <absl.app.HelpshortFlag object at 0x7f952e305510>,
 'helpxml': <absl.app.HelpXMLFlag object at 0x7f952e305590>,
 'learning_rate': <absl.flags._flag.Flag object at 0x7f952e2fdcd0>,
 'log_dir': <absl.flags._flag.Flag object at 0x7f9539fd6890>,
 'logtostderr': <absl.flags._flag.BooleanFlag object at 0x7f9539fd66d0>,
 'nd_layers': <absl.flags._flag.Flag object at 0x7f952e2fded0>,
 'ng_layers': <absl.flags._flag.Flag object at 0x7f952e2fdf50>,
 'only_check_args': <absl.flags._flag.BooleanFlag object at 0x7f9539fd6fd0>,
 'op_conversion_fallback_to_while_loop': <absl.flags._flag.BooleanFlag object at 0x7f9538776590>,
 'output_size': <absl.flags._flag.Flag object at 0x7f952e305190>,
 'pdb_post_mortem': <absl.flags._flag.BooleanFlag object at 0x7f9539fce690>,
 'profile_file': <absl.flags._flag.Flag object at 0x7f9539fd6f50>,
 'run_with_pdb': <absl.flags._flag.BooleanFlag object at 0x7f9539fcbb50>,
 'run_with_profiling': <absl.flags._flag.BooleanFlag object at 0x7f9539fce210>,
 'save_every_step': <absl.flags._flag.BooleanFlag object at 0x7f952e305450>,
 'showprefixforinfo': <absl.flags._flag.BooleanFlag object at 0x7f9539fd6a90>,
 'stderrthreshold': <absl.logging._StderrthresholdFlag object at 0x7f9539fd6a10>,
 'test_random_seed': <absl.flags._flag.Flag object at 0x7f952e87dfd0>,
 'test_randomize_ordering_seed': <absl.flags._flag.Flag object at 0x7f952e8940d0>,
 'test_srcdir': <absl.flags._flag.Flag object at 0x7f952e8912d0>,
 'test_tmpdir': <absl.flags._flag.Flag object at 0x7f952e891410>,
 'transpose_matmul_b': <absl.flags._flag.BooleanFlag object at 0x7f952e3052d0>,
 'use_cprofile_for_profiling': <absl.flags._flag.BooleanFlag object at 0x7f9539fd6f90>,
 'v': <absl.logging._VerbosityFlag object at 0x7f9539fd68d0>,
 'verbose': <absl.flags._flag.BooleanFlag object at 0x7f952e305490>,
 'verbosity': <absl.logging._VerbosityFlag object at 0x7f9539fd68d0>,
 'xml_output_file': <absl.flags._flag.Flag object at 0x7f952e82a650>,
 'z_dim': <absl.flags._flag.Flag object at 0x7f952e2fde50>}
 [*] Reading checkpoints...
 [*] Success to read dcgan.model-epoch-39
Epoch: [40] Step: [   0/ 125] time: 40.3411, d_loss: 0.08245159, g_loss: 4.40735722
Epoch: [40] Step: [  35/ 125] time: 257.0624, d_loss: 0.00000000, g_loss: 13.20981407
Epoch: [40] Step: [  36/ 125] time: 263.0166, d_loss: 0.00000000, g_loss: 36.55222321
Epoch: [40] Step: [  37/ 125] time: 268.9492, d_loss: 0.00000000, g_loss: 40.06966019
Epoch: [40] Step: [  38/ 125] time: 275.3423, d_loss: 0.00000000, g_loss: 37.97170639
Epoch: [40] Step: [  39/ 125] time: 281.0710, d_loss: 0.00000000, g_loss: 33.41824341
Epoch: [40] Step: [  40/ 125] time: 287.3422, d_loss: 0.00000000, g_loss: 26.38439941
Epoch: [40] Step: [  41/ 125] time: 293.9915, d_loss: 18.13034821, g_loss: 16.12417412
Epoch: [40] Step: [  42/ 125] time: 299.8902, d_loss: 0.00000000, g_loss: 21.73790359
Epoch: [40] Step: [  43/ 125] time: 306.3342, d_loss: 0.53281695, g_loss: 2.13642311
Epoch: [40] Step: [  44/ 125] time: 312.4261, d_loss: 0.00000000, g_loss: 26.09558487
Epoch: [40] Step: [  45/ 125] time: 318.6586, d_loss: 2.94747019, g_loss: -1.42421854
Epoch: [40] Step: [  46/ 125] time: 324.4682, d_loss: 2.92132497, g_loss: 45.75733185
Epoch: [40] Step: [  47/ 125] time: 330.4776, d_loss: 0.27992111, g_loss: 55.54108429
Epoch: [40] Step: [  48/ 125] time: 336.8559, d_loss: 0.02985143, g_loss: 46.22082901
Epoch: [40] Step: [  49/ 125] time: 343.2366, d_loss: 0.00000000, g_loss: 32.57495117
Epoch: [40] Step: [  50/ 125] time: 349.3260, d_loss: 1.22626233, g_loss: 12.23742199
Epoch: [40] Step: [  51/ 125] time: 355.2992, d_loss: 0.00000000, g_loss: 27.42536926
Epoch: [40] Step: [  52/ 125] time: 361.1271, d_loss: 0.00000000, g_loss: 19.98364830
Epoch: [40] Step: [  53/ 125] time: 367.0440, d_loss: 0.00000000, g_loss: 6.61092615
Epoch: [40] Step: [  54/ 125] time: 373.1705, d_loss: 0.59082222, g_loss: 4.44603252
Epoch: [40] Step: [  55/ 125] time: 379.2109, d_loss: 2.28439951, g_loss: -0.30085218
Epoch: [40] Step: [  56/ 125] time: 385.0457, d_loss: 0.79681611, g_loss: 28.84964752
Epoch: [40] Step: [  57/ 125] time: 391.3598, d_loss: 1.02420163, g_loss: 47.95898438
Epoch: [40] Step: [  58/ 125] time: 397.2990, d_loss: 0.00000000, g_loss: 42.05261230
Epoch: [40] Step: [  59/ 125] time: 403.1517, d_loss: 0.00000000, g_loss: 35.99842072
Epoch: [40] Step: [  60/ 125] time: 409.0402, d_loss: 0.00000000, g_loss: 29.90108109
Epoch: [40] Step: [  61/ 125] time: 414.9780, d_loss: 0.16669427, g_loss: 23.27169037
Epoch: [40] Step: [  62/ 125] time: 421.0358, d_loss: 0.06719534, g_loss: 18.22089577
Epoch: [40] Step: [  63/ 125] time: 426.8859, d_loss: 0.81817627, g_loss: 10.86021996
Epoch: [40] Step: [  64/ 125] time: 432.9905, d_loss: 0.02180943, g_loss: 21.27243042
Epoch: [40] Step: [  65/ 125] time: 438.9347, d_loss: 0.00000000, g_loss: 18.23623466
Epoch: [40] Step: [  66/ 125] time: 444.7796, d_loss: 0.68674403, g_loss: 7.73524570
Epoch: [40] Step: [  67/ 125] time: 451.3381, d_loss: 0.00550409, g_loss: 11.02578831
Epoch: [40] Step: [  68/ 125] time: 457.5952, d_loss: 0.00000000, g_loss: 40.25668335
Epoch: [40] Step: [  69/ 125] time: 463.5602, d_loss: 0.00000000, g_loss: 37.48654556
Epoch: [40] Step: [  70/ 125] time: 469.7894, d_loss: 0.00000000, g_loss: 32.68736267
Epoch: [40] Step: [  71/ 125] time: 476.0635, d_loss: 0.00000000, g_loss: 28.33752823
Epoch: [40] Step: [  72/ 125] time: 482.1250, d_loss: 0.02786774, g_loss: 24.38975143
Epoch: [40] Step: [  73/ 125] time: 488.4437, d_loss: 0.00000000, g_loss: 20.21611404
Epoch: [40] Step: [  74/ 125] time: 494.7181, d_loss: 0.03417607, g_loss: 16.15676689
Epoch: [40] Step: [  75/ 125] time: 500.7874, d_loss: 0.22026829, g_loss: 9.68145561
Epoch: [40] Step: [  76/ 125] time: 506.7867, d_loss: 0.00000000, g_loss: 18.08907700
Epoch: [40] Step: [  77/ 125] time: 512.6395, d_loss: 0.00000000, g_loss: 18.41402626
Epoch: [40] Step: [  78/ 125] time: 518.4595, d_loss: 0.00000000, g_loss: 17.49449348
Epoch: [40] Step: [  79/ 125] time: 524.6809, d_loss: 0.10010982, g_loss: 14.50117683
Epoch: [40] Step: [  80/ 125] time: 530.6557, d_loss: 0.00000000, g_loss: 14.17158699
Epoch: [40] Step: [  81/ 125] time: 536.7316, d_loss: 0.00000000, g_loss: 14.99093246
Epoch: [40] Step: [  82/ 125] time: 542.7264, d_loss: 0.00000000, g_loss: 15.84107018
Epoch: [40] Step: [  83/ 125] time: 548.8946, d_loss: 0.01917407, g_loss: 14.16136456
Epoch: [40] Step: [  84/ 125] time: 555.0035, d_loss: 0.00428613, g_loss: 9.17560959
Epoch: [40] Step: [  85/ 125] time: 561.1647, d_loss: 3.24905205, g_loss: 2.18468547
Epoch: [40] Step: [  86/ 125] time: 567.2905, d_loss: 14.00019264, g_loss: -9.52656460
Epoch: [40] Step: [  87/ 125] time: 573.1420, d_loss: 20.58841705, g_loss: 33.14901733
Epoch: [40] Step: [  88/ 125] time: 579.2192, d_loss: 7.20448160, g_loss: 24.76449394
Epoch: [40] Step: [  89/ 125] time: 585.5518, d_loss: 0.96392649, g_loss: 7.21660233
Epoch: [40] Step: [  90/ 125] time: 591.7752, d_loss: 23.80740356, g_loss: 15.98968887
Epoch: [40] Step: [  91/ 125] time: 597.8997, d_loss: 0.00000000, g_loss: 15.95014668
Epoch: [40] Step: [  92/ 125] time: 604.0394, d_loss: 0.06433710, g_loss: 9.13252449
Epoch: [40] Step: [  93/ 125] time: 610.1278, d_loss: 4.36210775, g_loss: -2.96736169
Epoch: [40] Step: [  94/ 125] time: 616.1319, d_loss: 0.08716211, g_loss: 35.51564407
Epoch: [40] Step: [  95/ 125] time: 622.0976, d_loss: 1.61983418, g_loss: 27.83348465
Epoch: [40] Step: [  96/ 125] time: 628.2198, d_loss: 0.24070598, g_loss: 31.19725227
Epoch: [40] Step: [  97/ 125] time: 634.6024, d_loss: 3.65064907, g_loss: 31.28376198
Epoch: [40] Step: [  98/ 125] time: 640.7781, d_loss: 4.03610086, g_loss: -1.87861109
Epoch: [40] Step: [  99/ 125] time: 646.5756, d_loss: 13.69078541, g_loss: -11.34357452
Epoch: [40] Step: [ 100/ 125] time: 652.7810, d_loss: 5.22259426, g_loss: 24.67038918
Epoch: [40] Step: [ 101/ 125] time: 659.1967, d_loss: 0.61294544, g_loss: 33.40182495
Epoch: [40] Step: [ 102/ 125] time: 665.9064, d_loss: 34.53678894, g_loss: 32.75057220
Epoch: [40] Step: [ 103/ 125] time: 671.5831, d_loss: 0.00000000, g_loss: 25.43277359
Epoch: [40] Step: [ 104/ 125] time: 677.5942, d_loss: 0.00000000, g_loss: 17.35916519
Epoch: [40] Step: [ 105/ 125] time: 683.9929, d_loss: 1.75971377, g_loss: 1.04741657
Epoch: [40] Step: [ 106/ 125] time: 690.3709, d_loss: 0.00602800, g_loss: 14.07599926
Epoch: [40] Step: [ 107/ 125] time: 696.6692, d_loss: 0.00000000, g_loss: 26.17714310
Epoch: [40] Step: [ 108/ 125] time: 702.9983, d_loss: 0.17714286, g_loss: 28.12043381
Epoch: [40] Step: [ 109/ 125] time: 709.3131, d_loss: 0.00000000, g_loss: 23.05993271
Epoch: [40] Step: [ 110/ 125] time: 715.5360, d_loss: 0.43788069, g_loss: 15.73728085
Epoch: [40] Step: [ 111/ 125] time: 721.9620, d_loss: 1.72273493, g_loss: 7.59724140
Epoch: [40] Step: [ 112/ 125] time: 728.1780, d_loss: 1.83015895, g_loss: -4.97046852
Epoch: [40] Step: [ 113/ 125] time: 734.5928, d_loss: 4.04288292, g_loss: 65.36204529
Epoch: [40] Step: [ 114/ 125] time: 740.9753, d_loss: 0.00000000, g_loss: 54.02518845
Epoch: [40] Step: [ 115/ 125] time: 747.4162, d_loss: 0.00000000, g_loss: 36.34447479
Epoch: [40] Step: [ 116/ 125] time: 753.4057, d_loss: 0.00000000, g_loss: 16.48818970
Epoch: [40] Step: [ 117/ 125] time: 759.9380, d_loss: 0.30193898, g_loss: 9.11301422
Epoch: [40] Step: [ 118/ 125] time: 766.0381, d_loss: 0.00000000, g_loss: 15.68083572
Epoch: [40] Step: [ 119/ 125] time: 772.1837, d_loss: 0.02704858, g_loss: 14.08907700
Epoch: [40] Step: [ 120/ 125] time: 778.8381, d_loss: 0.03059302, g_loss: 11.05279350
Epoch: [40] Step: [ 121/ 125] time: 785.0209, d_loss: 0.07167125, g_loss: 15.59215355
Epoch: [40] Step: [ 122/ 125] time: 791.7405, d_loss: 0.05710143, g_loss: 14.26997280
Epoch: [40] Step: [ 123/ 125] time: 797.9630, d_loss: 0.14976507, g_loss: 4.18694305
Epoch: [40] Step: [ 124/ 125] time: 804.2157, d_loss: 0.00000000, g_loss: 16.39931679
Epoch: [41] Step: [   0/ 125] time: 811.4173, d_loss: 0.03170539, g_loss: 30.08556557
Epoch: [41] Step: [   1/ 125] time: 816.9736, d_loss: 0.00000000, g_loss: 32.15630341
Epoch: [41] Step: [   2/ 125] time: 822.3528, d_loss: 0.00000000, g_loss: 25.84848595
Epoch: [41] Step: [   3/ 125] time: 828.1052, d_loss: 0.00000000, g_loss: 17.62051010
Epoch: [41] Step: [   4/ 125] time: 833.2464, d_loss: 0.00000000, g_loss: 13.92152786
Epoch: [41] Step: [   5/ 125] time: 839.1073, d_loss: 0.22231036, g_loss: 9.34519291
Epoch: [41] Step: [   6/ 125] time: 844.5658, d_loss: 0.36324388, g_loss: 5.06018448
Epoch: [41] Step: [   7/ 125] time: 850.0459, d_loss: 0.00000000, g_loss: 24.34830856
Epoch: [41] Step: [   8/ 125] time: 855.6818, d_loss: 0.74524039, g_loss: 4.22923088
Epoch: [41] Step: [   9/ 125] time: 861.4154, d_loss: 0.19207501, g_loss: 19.68879318
Epoch: [41] Step: [  10/ 125] time: 866.9391, d_loss: 0.07681677, g_loss: 45.11071014
Epoch: [41] Step: [  11/ 125] time: 872.4625, d_loss: 0.11739956, g_loss: 44.01094055
Epoch: [41] Step: [  12/ 125] time: 878.1328, d_loss: 0.00000000, g_loss: 38.51667023
Epoch: [41] Step: [  13/ 125] time: 883.8982, d_loss: 0.06310508, g_loss: 33.98916626
Epoch: [41] Step: [  14/ 125] time: 889.6176, d_loss: 0.00000000, g_loss: 30.59950638
Epoch: [41] Step: [  15/ 125] time: 895.0453, d_loss: 0.00000000, g_loss: 25.53014755
Epoch: [41] Step: [  16/ 125] time: 900.6595, d_loss: 0.00000000, g_loss: 22.69284439
Epoch: [41] Step: [  17/ 125] time: 905.9837, d_loss: 0.00000000, g_loss: 18.81188011
Epoch: [41] Step: [  18/ 125] time: 911.1363, d_loss: 0.00000000, g_loss: 16.74214363
Epoch: [41] Step: [  19/ 125] time: 916.6401, d_loss: 4.43289280, g_loss: 4.73308277
Epoch: [41] Step: [  20/ 125] time: 922.6098, d_loss: 5.28061199, g_loss: -3.63451481
Epoch: [41] Step: [  21/ 125] time: 927.8920, d_loss: 0.95354146, g_loss: 14.43266773
Epoch: [41] Step: [  22/ 125] time: 933.5188, d_loss: 0.20998619, g_loss: 12.71179771
Epoch: [41] Step: [  23/ 125] time: 938.9298, d_loss: 10.87918186, g_loss: 21.05171204
Epoch: [41] Step: [  24/ 125] time: 945.1546, d_loss: 0.00000000, g_loss: 19.94810486
Epoch: [41] Step: [  25/ 125] time: 950.9394, d_loss: 0.00000000, g_loss: 18.38919449
Epoch: [41] Step: [  26/ 125] time: 957.2248, d_loss: 0.00000000, g_loss: 15.34183311
Epoch: [41] Step: [  27/ 125] time: 963.5099, d_loss: 0.00000000, g_loss: 11.07853127
Epoch: [41] Step: [  28/ 125] time: 970.0020, d_loss: 0.02133756, g_loss: 7.00160217
Epoch: [41] Step: [  29/ 125] time: 976.1908, d_loss: 0.73501563, g_loss: 2.44379330
Epoch: [41] Step: [  30/ 125] time: 982.3420, d_loss: 0.46099266, g_loss: 4.04706287
Epoch: [41] Step: [  31/ 125] time: 988.3033, d_loss: 0.04292938, g_loss: 20.30661774
Epoch: [41] Step: [  32/ 125] time: 994.3883, d_loss: 0.02203443, g_loss: 33.88150787
Epoch: [41] Step: [  33/ 125] time: 1000.5229, d_loss: 0.02009743, g_loss: 32.52217865
Epoch: [41] Step: [  34/ 125] time: 1006.0686, d_loss: 0.00000000, g_loss: 30.84816551
Epoch: [41] Step: [  35/ 125] time: 1012.2248, d_loss: 0.01472333, g_loss: 27.49506760
Epoch: [41] Step: [  36/ 125] time: 1018.5777, d_loss: 0.00000000, g_loss: 23.88935089
Epoch: [41] Step: [  37/ 125] time: 1024.8188, d_loss: 0.07624274, g_loss: 16.89458084
Epoch: [41] Step: [  38/ 125] time: 1031.1937, d_loss: 0.13019958, g_loss: 8.61542416
Epoch: [41] Step: [  39/ 125] time: 1037.5335, d_loss: 0.00000000, g_loss: 23.85894394
Epoch: [41] Step: [  40/ 125] time: 1043.7155, d_loss: 0.03377877, g_loss: 25.57700729
Epoch: [41] Step: [  41/ 125] time: 1049.8200, d_loss: 0.00000000, g_loss: 21.02706718
Epoch: [41] Step: [  42/ 125] time: 1056.2362, d_loss: 0.37044135, g_loss: 7.31228447
Epoch: [41] Step: [  43/ 125] time: 1062.5558, d_loss: 0.00000000, g_loss: 44.28734589
Epoch: [41] Step: [  44/ 125] time: 1068.8340, d_loss: 0.00000000, g_loss: 44.88833237
Epoch: [41] Step: [  45/ 125] time: 1075.1876, d_loss: 0.01376436, g_loss: 38.85464096
Epoch: [41] Step: [  46/ 125] time: 1081.3291, d_loss: 0.00000000, g_loss: 34.45423126
Epoch: [41] Step: [  47/ 125] time: 1087.5339, d_loss: 0.02671753, g_loss: 28.07783127
Epoch: [41] Step: [  48/ 125] time: 1093.8013, d_loss: 0.00000000, g_loss: 24.05425262
Epoch: [41] Step: [  49/ 125] time: 1099.9552, d_loss: 0.01749287, g_loss: 19.63182449
Epoch: [41] Step: [  50/ 125] time: 1106.2350, d_loss: 0.00032319, g_loss: 16.09690475
Epoch: [41] Step: [  51/ 125] time: 1112.5154, d_loss: 0.07319164, g_loss: 13.33168221
Epoch: [41] Step: [  52/ 125] time: 1118.3890, d_loss: 0.00000000, g_loss: 13.59496021
Epoch: [41] Step: [  53/ 125] time: 1124.6413, d_loss: 0.00000000, g_loss: 9.11591721
Epoch: [41] Step: [  54/ 125] time: 1130.6443, d_loss: 0.74001753, g_loss: 2.29395700
Epoch: [41] Step: [  55/ 125] time: 1136.9597, d_loss: 9.00734043, g_loss: -1.13801360
Epoch: [41] Step: [  56/ 125] time: 1142.8738, d_loss: 1.81949735, g_loss: 14.77355766
Epoch: [41] Step: [  57/ 125] time: 1149.1621, d_loss: 0.19465722, g_loss: 10.62889194
Epoch: [41] Step: [  58/ 125] time: 1155.1144, d_loss: 0.02448679, g_loss: 13.08666134
Epoch: [41] Step: [  59/ 125] time: 1161.5317, d_loss: 0.00172671, g_loss: 9.51235199
Epoch: [41] Step: [  60/ 125] time: 1167.7711, d_loss: 1.60040951, g_loss: 0.02891530
Epoch: [41] Step: [  61/ 125] time: 1173.7586, d_loss: 0.06386237, g_loss: 6.45735312
Epoch: [41] Step: [  62/ 125] time: 1179.8519, d_loss: 0.00000000, g_loss: 21.74995804
Epoch: [41] Step: [  63/ 125] time: 1186.4082, d_loss: 14.14006424, g_loss: 35.07675934
Epoch: [41] Step: [  64/ 125] time: 1192.7409, d_loss: 0.02329881, g_loss: 19.18722916
Epoch: [41] Step: [  65/ 125] time: 1199.1431, d_loss: 2.39367294, g_loss: -0.20271960
Epoch: [41] Step: [  66/ 125] time: 1205.3123, d_loss: 0.98577851, g_loss: 15.89497185
Epoch: [41] Step: [  67/ 125] time: 1211.7091, d_loss: 0.55036771, g_loss: 12.77663994
Epoch: [41] Step: [  68/ 125] time: 1218.1676, d_loss: 0.15069641, g_loss: 26.21302795
Epoch: [41] Step: [  69/ 125] time: 1224.1131, d_loss: 0.01052897, g_loss: 56.27954102
Epoch: [41] Step: [  70/ 125] time: 1230.5725, d_loss: 0.00000000, g_loss: 49.70711517
Epoch: [41] Step: [  71/ 125] time: 1236.9316, d_loss: 0.00000000, g_loss: 40.33693695
Epoch: [41] Step: [  72/ 125] time: 1243.2988, d_loss: 0.00000000, g_loss: 39.89350128
Epoch: [41] Step: [  73/ 125] time: 1249.4683, d_loss: 0.00000000, g_loss: 31.95098495
Epoch: [41] Step: [  74/ 125] time: 1255.4832, d_loss: 0.00000000, g_loss: 29.37360573
Epoch: [41] Step: [  75/ 125] time: 1261.8831, d_loss: 0.00000000, g_loss: 26.67089844
Epoch: [41] Step: [  76/ 125] time: 1268.3134, d_loss: 0.00000000, g_loss: 28.22978210
Epoch: [41] Step: [  77/ 125] time: 1274.8343, d_loss: 0.00000000, g_loss: 25.74798203
Epoch: [41] Step: [  78/ 125] time: 1281.0856, d_loss: 0.00000000, g_loss: 23.33319473
