{'?': <absl.app.HelpFlag object at 0x7f7827a664d0>,
 'alsologtostderr': <absl.flags._flag.BooleanFlag object at 0x7f78337377d0>,
 'batch_size': <absl.flags._flag.Flag object at 0x7f7827a66110>,
 'beta1': <absl.flags._flag.Flag object at 0x7f7827a5ed50>,
 'c_dim': <absl.flags._flag.Flag object at 0x7f7827a66210>,
 'checkpoint_dir': <absl.flags._flag.Flag object at 0x7f7827a66350>,
 'data_format': <absl.flags._flag.Flag object at 0x7f7827a66290>,
 'datafile': <absl.flags._flag.Flag object at 0x7f7827a5eb90>,
 'dataset': <absl.flags._flag.Flag object at 0x7f7827a5ea10>,
 'df_dim': <absl.flags._flag.Flag object at 0x7f7827a66090>,
 'epoch': <absl.flags._flag.Flag object at 0x7f7827a5ec10>,
 'experiment': <absl.flags._flag.Flag object at 0x7f7827a66410>,
 'flip_labels': <absl.flags._flag.Flag object at 0x7f7827a5edd0>,
 'gf_dim': <absl.flags._flag.Flag object at 0x7f7827a5efd0>,
 'help': <absl.app.HelpFlag object at 0x7f7827a664d0>,
 'helpfull': <absl.app.HelpfullFlag object at 0x7f7827a66550>,
 'helpshort': <absl.app.HelpshortFlag object at 0x7f7827a66510>,
 'helpxml': <absl.app.HelpXMLFlag object at 0x7f7827a66590>,
 'learning_rate': <absl.flags._flag.Flag object at 0x7f7827a5ecd0>,
 'log_dir': <absl.flags._flag.Flag object at 0x7f7833737890>,
 'logtostderr': <absl.flags._flag.BooleanFlag object at 0x7f78337376d0>,
 'nd_layers': <absl.flags._flag.Flag object at 0x7f7827a5eed0>,
 'ng_layers': <absl.flags._flag.Flag object at 0x7f7827a5ef50>,
 'only_check_args': <absl.flags._flag.BooleanFlag object at 0x7f7833737fd0>,
 'op_conversion_fallback_to_while_loop': <absl.flags._flag.BooleanFlag object at 0x7f7831ed7590>,
 'output_size': <absl.flags._flag.Flag object at 0x7f7827a66190>,
 'pdb_post_mortem': <absl.flags._flag.BooleanFlag object at 0x7f783372f690>,
 'profile_file': <absl.flags._flag.Flag object at 0x7f7833737f50>,
 'run_with_pdb': <absl.flags._flag.BooleanFlag object at 0x7f783372cb50>,
 'run_with_profiling': <absl.flags._flag.BooleanFlag object at 0x7f783372f210>,
 'save_every_step': <absl.flags._flag.BooleanFlag object at 0x7f7827a66450>,
 'showprefixforinfo': <absl.flags._flag.BooleanFlag object at 0x7f7833737a90>,
 'stderrthreshold': <absl.logging._StderrthresholdFlag object at 0x7f7833737a10>,
 'test_random_seed': <absl.flags._flag.Flag object at 0x7f7827fdefd0>,
 'test_randomize_ordering_seed': <absl.flags._flag.Flag object at 0x7f7827ff50d0>,
 'test_srcdir': <absl.flags._flag.Flag object at 0x7f7827ff22d0>,
 'test_tmpdir': <absl.flags._flag.Flag object at 0x7f7827ff2410>,
 'transpose_matmul_b': <absl.flags._flag.BooleanFlag object at 0x7f7827a662d0>,
 'use_cprofile_for_profiling': <absl.flags._flag.BooleanFlag object at 0x7f7833737f90>,
 'v': <absl.logging._VerbosityFlag object at 0x7f78337378d0>,
 'verbose': <absl.flags._flag.BooleanFlag object at 0x7f7827a66490>,
 'verbosity': <absl.logging._VerbosityFlag object at 0x7f78337378d0>,
 'xml_output_file': <absl.flags._flag.Flag object at 0x7f7827f8b650>,
 'z_dim': <absl.flags._flag.Flag object at 0x7f7827a5ee50>}
 [*] Reading checkpoints...
 [*] Success to read dcgan.model-epoch-19
Epoch: [20] Step: [   0/ 125] time: 45.6288, d_loss: 0.00000000, g_loss: 3.00746846
Epoch: [20] Step: [  93/ 125] time: 726.2179, d_loss: 0.00000000, g_loss: 2.18717098
Epoch: [20] Step: [  94/ 125] time: 733.7721, d_loss: 0.00000000, g_loss: 2.00012398
Epoch: [20] Step: [  95/ 125] time: 741.6298, d_loss: 0.00000000, g_loss: 1.75050581
Epoch: [20] Step: [  96/ 125] time: 748.7121, d_loss: 0.00000000, g_loss: 2.14845228
Epoch: [20] Step: [  97/ 125] time: 756.2114, d_loss: 0.00000000, g_loss: 2.17991424
Epoch: [20] Step: [  98/ 125] time: 763.4549, d_loss: 4.54021072, g_loss: 4.09694767
Epoch: [20] Step: [  99/ 125] time: 770.9007, d_loss: 0.85098457, g_loss: 2.89378333
Epoch: [20] Step: [ 100/ 125] time: 778.4368, d_loss: 0.00000000, g_loss: 2.71834755
Epoch: [20] Step: [ 101/ 125] time: 785.8719, d_loss: 0.00000000, g_loss: 2.08264732
Epoch: [20] Step: [ 102/ 125] time: 793.0536, d_loss: 0.00055533, g_loss: 1.93706679
Epoch: [20] Step: [ 103/ 125] time: 800.8538, d_loss: 0.02069509, g_loss: 1.93951583
Epoch: [20] Step: [ 104/ 125] time: 808.4796, d_loss: 0.00000000, g_loss: 2.07176423
Epoch: [20] Step: [ 105/ 125] time: 815.9262, d_loss: 0.00072786, g_loss: 1.17100251
Epoch: [20] Step: [ 106/ 125] time: 823.4388, d_loss: 0.00063872, g_loss: 1.90786552
Epoch: [20] Step: [ 107/ 125] time: 830.7846, d_loss: 0.02201375, g_loss: 1.42833650
Epoch: [20] Step: [ 108/ 125] time: 838.0249, d_loss: 0.01001585, g_loss: 1.85140157
Epoch: [20] Step: [ 109/ 125] time: 845.3891, d_loss: 0.00649816, g_loss: 1.81862402
Epoch: [20] Step: [ 110/ 125] time: 853.1573, d_loss: 0.00000000, g_loss: 1.49740553
Epoch: [20] Step: [ 111/ 125] time: 860.3790, d_loss: 0.01840931, g_loss: 1.50760126
Epoch: [20] Step: [ 112/ 125] time: 867.4352, d_loss: 0.03429206, g_loss: 1.50320458
Epoch: [20] Step: [ 113/ 125] time: 875.0969, d_loss: 0.01256004, g_loss: 1.52746224
Epoch: [20] Step: [ 114/ 125] time: 882.5054, d_loss: 0.00000000, g_loss: 1.82521558
Epoch: [20] Step: [ 115/ 125] time: 889.6844, d_loss: 0.00000000, g_loss: 1.68754387
Epoch: [20] Step: [ 116/ 125] time: 897.2016, d_loss: 0.00586982, g_loss: 1.48594439
Epoch: [20] Step: [ 117/ 125] time: 904.8712, d_loss: 0.21450098, g_loss: 1.12142909
Epoch: [20] Step: [ 118/ 125] time: 912.0795, d_loss: 0.07147026, g_loss: 0.66826653
Epoch: [20] Step: [ 119/ 125] time: 919.7858, d_loss: 0.00000000, g_loss: 3.15980363
Epoch: [20] Step: [ 120/ 125] time: 927.4612, d_loss: 0.00000000, g_loss: 3.57739735
Epoch: [20] Step: [ 121/ 125] time: 935.1023, d_loss: 0.00000000, g_loss: 3.11788416
Epoch: [20] Step: [ 122/ 125] time: 942.5600, d_loss: 0.00000000, g_loss: 2.38766861
Epoch: [20] Step: [ 123/ 125] time: 950.3207, d_loss: 0.01499745, g_loss: 1.31095743
Epoch: [20] Step: [ 124/ 125] time: 958.2137, d_loss: 0.00000000, g_loss: 5.49518156
Epoch: [21] Step: [   0/ 125] time: 977.4026, d_loss: 0.00000000, g_loss: 5.20790005
Epoch: [21] Step: [   1/ 125] time: 984.7265, d_loss: 0.01739676, g_loss: 3.72244740
Epoch: [21] Step: [   2/ 125] time: 991.6851, d_loss: 0.00351662, g_loss: 3.48995996
Epoch: [21] Step: [   3/ 125] time: 998.5294, d_loss: 0.00000000, g_loss: 2.81624150
Epoch: [21] Step: [   4/ 125] time: 1005.4026, d_loss: 0.01014722, g_loss: 2.63849092
Epoch: [21] Step: [   5/ 125] time: 1012.6953, d_loss: 1.81242085, g_loss: 2.42554808
Epoch: [21] Step: [   6/ 125] time: 1019.5007, d_loss: 0.04135974, g_loss: 2.20103502
Epoch: [21] Step: [   7/ 125] time: 1026.7468, d_loss: 0.81830776, g_loss: -0.11118838
Epoch: [21] Step: [   8/ 125] time: 1033.7651, d_loss: 0.15265918, g_loss: 5.06975079
Epoch: [21] Step: [   9/ 125] time: 1040.8373, d_loss: 0.00513338, g_loss: 5.10559130
Epoch: [21] Step: [  10/ 125] time: 1047.4615, d_loss: 0.00000000, g_loss: 4.93939877
Epoch: [21] Step: [  11/ 125] time: 1054.5899, d_loss: 0.00000000, g_loss: 4.61950493
Epoch: [21] Step: [  12/ 125] time: 1061.3295, d_loss: 0.00000000, g_loss: 4.53762770
Epoch: [21] Step: [  13/ 125] time: 1068.2625, d_loss: 0.00000000, g_loss: 4.40675688
Epoch: [21] Step: [  14/ 125] time: 1075.1076, d_loss: 0.00000000, g_loss: 4.16159916
Epoch: [21] Step: [  15/ 125] time: 1082.3293, d_loss: 0.00000000, g_loss: 4.04576015
Epoch: [21] Step: [  16/ 125] time: 1089.1952, d_loss: 0.00000000, g_loss: 3.73275948
Epoch: [21] Step: [  17/ 125] time: 1096.0749, d_loss: 0.00000000, g_loss: 3.21559954
Epoch: [21] Step: [  18/ 125] time: 1102.8547, d_loss: 0.00000000, g_loss: 2.98300409
Epoch: [21] Step: [  19/ 125] time: 1109.7484, d_loss: 0.00244113, g_loss: 2.41715813
Epoch: [21] Step: [  20/ 125] time: 1116.8888, d_loss: 0.08141951, g_loss: 2.28765249
Epoch: [21] Step: [  21/ 125] time: 1123.8800, d_loss: 0.00000000, g_loss: 3.60076809
Epoch: [21] Step: [  22/ 125] time: 1130.4754, d_loss: 0.00000000, g_loss: 3.85504007
Epoch: [21] Step: [  23/ 125] time: 1137.3322, d_loss: 0.00000000, g_loss: 3.65177155
Epoch: [21] Step: [  24/ 125] time: 1144.4393, d_loss: 0.00000000, g_loss: 3.30313253
Epoch: [21] Step: [  25/ 125] time: 1151.5363, d_loss: 0.00000000, g_loss: 2.78776121
Epoch: [21] Step: [  26/ 125] time: 1158.2724, d_loss: 0.01652138, g_loss: 2.45983839
Epoch: [21] Step: [  27/ 125] time: 1165.6007, d_loss: 0.01013125, g_loss: 2.21898127
Epoch: [21] Step: [  28/ 125] time: 1173.1485, d_loss: 0.00661210, g_loss: 2.13546610
Epoch: [21] Step: [  29/ 125] time: 1180.2843, d_loss: 0.15429424, g_loss: 1.35338902
Epoch: [21] Step: [  30/ 125] time: 1187.1534, d_loss: 0.00000000, g_loss: 3.46645880
Epoch: [21] Step: [  31/ 125] time: 1194.0943, d_loss: 0.00000000, g_loss: 3.67206025
Epoch: [21] Step: [  32/ 125] time: 1201.2785, d_loss: 0.00000000, g_loss: 7.86458588
Epoch: [21] Step: [  33/ 125] time: 1208.2662, d_loss: 0.00000000, g_loss: 6.58339310
Epoch: [21] Step: [  34/ 125] time: 1215.2785, d_loss: 0.00000000, g_loss: 6.22251797
Epoch: [21] Step: [  35/ 125] time: 1221.7841, d_loss: 0.00000000, g_loss: 6.27423477
Epoch: [21] Step: [  36/ 125] time: 1228.2107, d_loss: 0.00000000, g_loss: 5.69788933
Epoch: [21] Step: [  37/ 125] time: 1234.6203, d_loss: 0.00000000, g_loss: 4.83915997
Epoch: [21] Step: [  38/ 125] time: 1241.4845, d_loss: 0.00000000, g_loss: 4.52267265
Epoch: [21] Step: [  39/ 125] time: 1247.9560, d_loss: 0.00000000, g_loss: 3.78521371
Epoch: [21] Step: [  40/ 125] time: 1254.8768, d_loss: 0.00000000, g_loss: 2.93117738
Epoch: [21] Step: [  41/ 125] time: 1262.2025, d_loss: 0.00000000, g_loss: 1.92082286
Epoch: [21] Step: [  42/ 125] time: 1269.7772, d_loss: 2.28243542, g_loss: 1.12726855
Epoch: [21] Step: [  43/ 125] time: 1276.6427, d_loss: 0.01072028, g_loss: 4.71825123
Epoch: [21] Step: [  44/ 125] time: 1283.4713, d_loss: 0.02535145, g_loss: 6.90695810
Epoch: [21] Step: [  45/ 125] time: 1290.5503, d_loss: 0.00000000, g_loss: 8.33036041
Epoch: [21] Step: [  46/ 125] time: 1297.2640, d_loss: 0.00000000, g_loss: 6.54044628
Epoch: [21] Step: [  47/ 125] time: 1303.7308, d_loss: 0.00000000, g_loss: 5.58342171
Epoch: [21] Step: [  48/ 125] time: 1310.6519, d_loss: 0.00000000, g_loss: 4.60613871
Epoch: [21] Step: [  49/ 125] time: 1317.6097, d_loss: 0.00000000, g_loss: 4.86139584
Epoch: [21] Step: [  50/ 125] time: 1324.4828, d_loss: 0.00000000, g_loss: 5.30274963
Epoch: [21] Step: [  51/ 125] time: 1331.2314, d_loss: 0.00000000, g_loss: 2.98629379
Epoch: [21] Step: [  52/ 125] time: 1338.2109, d_loss: 0.00000000, g_loss: 2.53077555
Epoch: [21] Step: [  53/ 125] time: 1345.1732, d_loss: 0.00000000, g_loss: 7.67652225
Epoch: [21] Step: [  54/ 125] time: 1351.9991, d_loss: 0.00000000, g_loss: 6.49659348
Epoch: [21] Step: [  55/ 125] time: 1359.4371, d_loss: 0.00000000, g_loss: 3.42605400
Epoch: [21] Step: [  56/ 125] time: 1366.2600, d_loss: 0.00000000, g_loss: 8.16736507
Epoch: [21] Step: [  57/ 125] time: 1373.4069, d_loss: 0.00000000, g_loss: 4.06543732
Epoch: [21] Step: [  58/ 125] time: 1380.7239, d_loss: 0.00000000, g_loss: 3.74598527
Epoch: [21] Step: [  59/ 125] time: 1387.5444, d_loss: 0.00000000, g_loss: 2.40509367
Epoch: [21] Step: [  60/ 125] time: 1394.4536, d_loss: 0.00000000, g_loss: 2.66810870
Epoch: [21] Step: [  61/ 125] time: 1401.2744, d_loss: 0.00000000, g_loss: 5.05325794
Epoch: [21] Step: [  62/ 125] time: 1408.2765, d_loss: 0.00000000, g_loss: 5.66107368
Epoch: [21] Step: [  63/ 125] time: 1415.1842, d_loss: 0.00000000, g_loss: 2.72663975
Epoch: [21] Step: [  64/ 125] time: 1422.4077, d_loss: 0.00000000, g_loss: 3.24377346
Epoch: [21] Step: [  65/ 125] time: 1429.6939, d_loss: 0.00000000, g_loss: 2.47218347
Epoch: [21] Step: [  66/ 125] time: 1436.6789, d_loss: 0.00053790, g_loss: 1.61279392
Epoch: [21] Step: [  67/ 125] time: 1443.6815, d_loss: 0.00000000, g_loss: 1.92708659
Epoch: [21] Step: [  68/ 125] time: 1450.6295, d_loss: 0.76426697, g_loss: 1.92842114
Epoch: [21] Step: [  69/ 125] time: 1457.7561, d_loss: 0.00000000, g_loss: 3.92499685
Epoch: [21] Step: [  70/ 125] time: 1464.8438, d_loss: 0.02368820, g_loss: 2.98438764
Epoch: [21] Step: [  71/ 125] time: 1471.6936, d_loss: 0.00000000, g_loss: 10.77309799
Epoch: [21] Step: [  72/ 125] time: 1478.9747, d_loss: 0.00000000, g_loss: 6.32802486
Epoch: [21] Step: [  73/ 125] time: 1485.7459, d_loss: 0.00000000, g_loss: 4.81942368
Epoch: [21] Step: [  74/ 125] time: 1492.8336, d_loss: 0.00000000, g_loss: 4.32032490
Epoch: [21] Step: [  75/ 125] time: 1499.5339, d_loss: 0.00000000, g_loss: 4.54429054
Epoch: [21] Step: [  76/ 125] time: 1506.1602, d_loss: 0.00000000, g_loss: 3.52437592
Epoch: [21] Step: [  77/ 125] time: 1513.3216, d_loss: 4.55383158, g_loss: 3.51706600
Epoch: [21] Step: [  78/ 125] time: 1520.2845, d_loss: 0.00000000, g_loss: 2.84371281
